PLAYERS,TEAM,POS,AGE,CAP HIT,TOTAL,AAV,TERM,SIGN. STATUS,SIGN. AGE,EXPIRY,CONTRACT START,EXPIRY YEAR,WAIVERS EXEMPT,SIGNED BY,BASE SALARY,SIGNING BONUS,PERF BONUS,TYPE
"Hurtig, Axel",CGY,LD,21,"$990,000","$940,000","$990,000",3 yrs,,20,RFA,2026,2029,Yes,Craig Conroy,"$850,000","$90,000",$0,ELC
"Traff, Herman",ANA,RW,20,"$990,000","$944,000","$990,000",3 yrs,,20,RFA,2026,2029,Yes,Pat Verbeek,"$850,000","$94,000",$0,ELC
"Dower Nilsson, Noah",DET,LW,21,"$990,000","$990,000","$990,000",3 yrs,,20,RFA,2025,2028,Yes,Steve Yzerman,"$900,000","$90,000",$0,ELC
"Fransen, Noel",CAR,LD,20,"$990,000","$940,000","$990,000",3 yrs,,20,RFA,2026,2029,Yes,Eric Tulsky,"$850,000","$90,000",$0,ELC
"Gustafsson, Viggo",NSH,LD,19,"$990,000","$940,000","$990,000",3 yrs,,19,RFA,2026,2029,Yes,Barry Trotz,"$850,000","$90,000",$0,ELC
"Borgesi, Vincent",TOR,D,22,"$987,500","$975,000","$987,500",2 yrs,,22,RFA,2026,2028,Yes,Brad Treliving,"$877,500","$97,500",$0,ELC
"Pautov, Ilya",PHI,RW,20,"$985,000","$935,000","$985,000",3 yrs,,20,RFA,2026,2029,Yes,Daniel Brière,"$850,000","$85,000",$0,ELC
"Powell, Noah",PHI,RW,21,"$985,000","$935,000","$985,000",3 yrs,,21,RFA,2026,2029,Yes,Daniel Brière,"$850,000","$85,000",$0,ELC
"Biasca, Attilio",BOS,C,23,"$980,000","$952,500","$980,000",2 yrs,,23,RFA,2026,2028,Yes,Don Sweeney,"$850,000","$102,500",$0,Std
"Dexheimer, Ben",MIN,D,23,"$980,000","$980,000","$980,000",1 yrs,,23,RFA,2026,2027,Yes,Bill Guerin,"$877,500","$102,500",$0,ELC
"Lamb, Brody",NYR,RW,22,"$980,000","$952,500","$980,000",2 yrs,,22,RFA,2026,2028,Yes,Chris Drury,"$850,000","$102,500",$0,ELC
"Knuble, Cole",PHI,RW,21,"$980,000","$952,500","$980,000",2 yrs,,21,RFA,2026,2028,Yes,Daniel Brière,"$850,000","$102,500",$0,ELC
"Stjernberg, Gustav",COL,D,23,"$980,000","$952,500","$980,000",2 yrs,,23,RFA,2026,2028,Yes,Chris MacFarland,"$850,000","$102,500",$0,ELC
"DiMarsico, Matthew",COL,C,22,"$980,000","$952,500","$980,000",2 yrs,,22,RFA,2026,2028,Yes,Chris MacFarland,"$850,000","$102,500",$0,ELC
"Moysevich, Pavel",VGK,G,21,"$980,000","$930,000","$980,000",3 yrs,,21,RFA,2026,2029,Yes,Kelly McCrimmon,"$850,000","$80,000",$0,ELC
"Finley, Quinn",NYI,LW,21,"$980,000","$952,500","$980,000",2 yrs,,21,RFA,2026,2028,Yes,Mathieu Darche,"$850,000","$102,500",$0,ELC
"Novosyolov, Nikita",COL,G,22,"$979,500","$952,500","$979,500",2 yrs,,21,RFA,2026,2028,Yes,Chris MacFarland,"$850,000","$102,500",$0,ELC
"Edstrom, Adam",NYR,"LW, C",25,"$975,000","$975,000","$975,000",2 yrs,RFA (Arb),24,RFA (Arb),2025,2027,No,Chris Drury,"$975,000",$0,$0,Std (Ext)
"Weiermair, Alex",VGK,C,21,"$975,000","$925,000","$975,000",3 yrs,,20,RFA,2026,2029,Yes,Kelly McCrimmon,"$850,000","$75,000",$0,ELC
"Frondell, Anton",CHI,"C, RW",19,"$975,000","$975,000","$1,975,000",3 yrs,,18,RFA,2025,2028,Yes,Kyle Davidson,"$877,500","$97,500","$1,000,000",ELC
"Levshunov, Artyom",CHI,RD,20,"$975,000","$975,000","$4,225,000",3 yrs,,18,RFA,2024,2027,Yes,Kyle Davidson,"$877,500","$97,500","$3,250,000",ELC
"Kindel, Benjamin",PIT,C,19,"$975,000","$975,000","$1,475,000",3 yrs,,18,RFA,2025,2028,Yes,Kyle Dubas,"$877,500","$97,500","$500,000",ELC
"Buhr, Brandon",TOR,RW,23,"$975,000","$975,000","$975,000",1 yrs,,23,RFA,2026,2027,Yes,Brad Treliving,"$877,500","$97,500",$0,Std (Ext)
"Nieminen, Daniel",NSH,D,20,"$975,000","$925,000","$975,000",3 yrs,,20,RFA,2026,2029,Yes,Barry Trotz,"$850,000","$75,000",$0,ELC
"Nabokov, Ilya",COL,G,23,"$975,000","$975,000","$1,187,500",2 yrs,,22,RFA,2025,2027,Yes,Chris MacFarland,"$877,500","$97,500","$425,000",ELC
"Christiansen, Jake",CBJ,"LD, RD",26,"$975,000","$1,000,000","$975,000",2 yrs,UFA (Group 6),25,UFA,2025,2027,No,Don Waddell,"$1,000,000",$0,$0,Std (Ext)
"Livanavage, Jake",PIT,LD,22,"$975,000","$975,000","$1,100,000",2 yrs,,21,RFA,2025,2027,Yes,Kyle Dubas,"$877,500","$97,500","$250,000",ELC
"Hagens, James",BOS,"LW, C",19,"$975,000","$975,000","$1,645,833",3 yrs,,19,RFA,2025,2028,Yes,Don Sweeney,"$877,500","$97,500","$1,000,000",ELC
"Samanski, Josh",EDM,"C, LW",24,"$975,000","$975,000","$1,475,000",2 yrs,,23,RFA,2025,2027,Yes,Stan Bowman,"$877,500","$97,500","$1,000,000",ELC
"Celebrini, Macklin",SJS,C,20,"$975,000","$975,000","$4,475,000",3 yrs,,18,RFA,2024,2027,Yes,Mike Grier,"$877,500","$97,500","$3,500,000",ELC
"Rempe, Matt",NYR,"RW, C",23,"$975,000","$975,000","$975,000",2 yrs,RFA,22,RFA (Arb),2025,2027,No,Chris Drury,"$975,000",$0,$0,Std (Ext)
"Schaefer, Matthew",NYI,LD,18,"$975,000","$975,000","$4,475,000",3 yrs,,17,RFA,2025,2028,Yes,Mathieu Darche,"$877,500","$97,500","$3,500,000",ELC
"Misa, Michael",SJS,C,19,"$975,000","$975,000","$4,225,000",3 yrs,,18,RFA,2025,2028,Yes,Mike Grier,"$877,500","$97,500","$3,250,000",ELC
"Postava, Michal",DET,G,24,"$975,000","$975,000","$975,000",2 yrs,,23,RFA,2025,2027,Yes,Steve Yzerman,"$877,500","$97,500",$0,ELC
"Berezhnoy, Stanislav",CHI,G,23,"$975,000","$975,000","$975,000",2 yrs,,22,RFA,2025,2027,Yes,Kyle Davidson,"$877,500","$97,500",$0,ELC
"Taylor, Trey",DAL,LD,24,"$975,000","$975,000","$975,000",2 yrs,,23,RFA,2025,2027,Yes,Jim Nill,"$877,500","$97,500",$0,ELC
"Kopff, Tyler",BUF,C,23,"$975,000","$975,000","$975,000",2 yrs,,21,RFA,2025,2027,Yes,Kevyn Adams,"$877,500","$97,500",$0,ELC
"Gross, Tyson",CGY,C,23,"$975,000","$975,000","$975,000",2 yrs,,23,RFA,2025,2027,Yes,Craig Conroy,"$877,500","$97,500",$0,Std
"Gustafsson Nyberg, Viking",MIN,LD,22,"$975,000","$975,000","$975,000",2 yrs,,22,RFA,2025,2027,Yes,Bill Guerin,"$877,500","$97,500",$0,ELC
"Borikov, Yegor",UTA,RW,20,"$975,000","$975,000","$975,000",3 yrs,,20,RFA,2026,2029,Yes,Bill Armstrong,"$975,000",$0,$0,ELC
"Martin, Brady",NSH,C,19,"$974,167","$975,000","$2,474,167",3 yrs,,18,RFA,2025,2029,Yes,Barry Trotz,"$877,500","$97,500","$1,500,000",ELC
"Cootes, Braeden",VAN,C,19,"$974,167","$975,000","$1,474,167",3 yrs,,18,RFA,2025,2029,Yes,Patrik Allvin,"$877,500","$97,500","$500,000",ELC
"Bear, Carter",DET,LW,19,"$974,167","$975,000","$1,474,167",3 yrs,,18,RFA,2025,2029,Yes,Steve Yzerman,"$877,500","$97,500","$500,000",ELC
"O'Brien, Jake",SEA,C,19,"$974,167","$975,000","$1,974,167",3 yrs,,18,RFA,2025,2029,Yes,Jason Botterill,"$877,500","$97,500","$1,000,000",ELC
"Carbonneau, Justin",STL,RW,19,"$974,167","$975,000","$1,390,834",3 yrs,,18,RFA,2025,2029,Yes,Doug Armstrong,"$877,500","$97,500","$350,000",ELC
"Lakovic, Lynden",WSH,LW,19,"$974,167","$975,000","$1,099,167",3 yrs,,18,RFA,2025,2029,Yes,Brian MacLellan,"$877,500","$97,500",$0,ELC
"Gastrin, Milton",WSH,C,19,"$974,167","$975,000","$974,167",3 yrs,,18,RFA,2025,2029,Yes,Brian MacLellan,"$877,500","$97,500",$0,ELC
"Mrtka, Radim",BUF,RD,19,"$974,167","$975,000","$1,974,167",3 yrs,,18,RFA,2025,2029,Yes,Kevyn Adams,"$877,500","$97,500","$1,000,000",ELC
"Boisvert, Sacha",CHI,C,20,"$974,167","$975,000","$1,382,500",3 yrs,,19,RFA,2025,2028,Yes,Kyle Davidson,"$877,500","$97,500","$600,000",ELC
"Connelly, Trevor",VGK,LW,20,"$974,167","$975,000","$1,224,167",3 yrs,,19,RFA,2025,2029,Yes,Kelly McCrimmon,"$877,500","$97,500",$0,ELC
"Eklund, Victor",NYI,RW,19,"$974,167","$975,000","$1,474,167",3 yrs,,18,RFA,2025,2029,Yes,Mathieu Darche,"$877,500","$97,500","$500,000",ELC
"Cihar, Vojtech",LAK,LW,19,"$974,167","$975,000","$974,167",3 yrs,,18,RFA,2025,2029,Yes,Ken Holland,"$877,500","$97,500",$0,ELC
"Melovsky, Matyas",NJD,C,22,"$972,500","$947,500","$972,500",2 yrs,,21,RFA,2026,2028,Yes,Tom Fitzgerald,"$850,000","$97,500",$0,ELC
"Steen, Noah",TBL,LW,21,"$972,500","$947,500","$972,500",2 yrs,,21,RFA,2026,2028,Yes,Julien BriseBois,"$850,000","$97,500",$0,ELC
"Rohrer, Vinzenz",MTL,C,21,"$972,500","$950,000","$972,500",3 yrs,,20,RFA,2025,2028,Yes,Kent Hughes,"$855,000","$95,000",$0,ELC
"Ride, Bronson",VGK,LD,21,"$970,500","$920,500","$970,500",3 yrs,,21,RFA,2026,2029,Yes,Kelly McCrimmon,"$850,000","$70,500",$0,ELC
"Thorpe, Tyler",MTL,RW,20,"$968,333","$947,500","$968,333",3 yrs,,19,RFA,2025,2028,Yes,Kent Hughes,"$850,000","$97,500","$102,500",ELC
"Nicholl, William",EDM,C,20,"$968,333","$935,000","$968,333",3 yrs,,19,RFA,2026,2029,Yes,Stan Bowman,"$850,000","$85,000",$0,ELC
"Martone, Porter",PHI,RW,19,"$966,667","$975,000","$2,845,833",3 yrs,,19,RFA,2025,2028,Yes,Daniel Brière,"$877,500","$97,500","$1,750,000",ELC
"Buium, Zeev",VAN,LD,20,"$966,500","$975,000","$1,641,500",3 yrs,,19,RFA,2024,2027,Yes,Bill Guerin,"$877,500","$97,500","$1,000,000",ELC
"Jecho, Adam",STL,C,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Doug Armstrong,"$850,000","$97,500",$0,ELC
"Medvedev, Alexei",VAN,G,18,"$965,000","$947,500","$965,000",3 yrs,,17,RFA,2025,2029,Yes,Patrik Allvin,"$850,000","$97,500",$0,ELC
"Freij, Alfons",WPG,LD,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Kevin Cheveldayoff,"$850,000","$97,500",$0,ELC
"Pickford, Bryce",MTL,D,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Kent Hughes,"$850,000","$97,500","$102,500",ELC
"Elick, Charlie",CBJ,RD,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Don Waddell,"$850,000","$97,500",$0,ELC
"Prokhorov, Daniil",NYI,RW,19,"$965,000","$947,500","$965,000",3 yrs,,18,RFA,2025,2029,Yes,Mathieu Darche,"$850,000","$97,500",$0,ELC
"Czata, Ethan",TBL,C,19,"$965,000","$947,500","$1,008,333",3 yrs,,18,RFA,2025,2029,Yes,Julien BriseBois,"$850,000","$97,500","$102,500",ELC
"Battaglia, Jacob",NYR,RW,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Craig Conroy,"$850,000","$97,500",$0,ELC
"Dobes, Jakub",MTL,G,25,"$965,000","$900,000","$965,000",2 yrs,RFA (Arb),24,RFA (Arb),2025,2027,No,Kent Hughes,"$900,000",$0,$0,Std (Ext)
"Kotai, Joshua",NYI,G,23,"$965,000","$940,000","$965,000",2 yrs,,23,RFA,2026,2028,Yes,Mathieu Darche,"$850,000","$90,000",$0,ELC
"Miettinen, Julius",SEA,C,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Jason Botterill,"$850,000","$97,500",$0,ELC
"Sahlin Wallenius, Leo",SJS,LD,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Mike Grier,"$850,000","$97,500",$0,ELC
"Fischer, Lukas",STL,LD,19,"$965,000","$947,500","$965,000",3 yrs,,18,RFA,2025,2029,Yes,Doug Armstrong,"$850,000","$97,500",$0,ELC
"Fernstrom, Melvin",PIT,RW,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Kyle Dubas,"$850,000","$97,500",$0,ELC
"Villeneuve, Nathan",SEA,C,20,"$965,000","$947,500","$965,000",3 yrs,,18,RFA,2025,2029,Yes,Ron Francis,"$850,000","$97,500",$0,ELC
"Lavoie, Tomas",UTA,RD,20,"$965,000","$947,500","$965,000",3 yrs,,19,RFA,2025,2029,Yes,Bill Armstrong,"$850,000","$97,500",$0,ELC
"Gardner, Evan",CBJ,G,20,"$963,889","$945,000","$963,889",3 yrs,,19,RFA,2025,2029,Yes,Don Waddell,"$850,000","$95,000",$0,ELC
"Smith, Gabe",UTA,C,19,"$962,778","$947,500","$962,778",3 yrs,,18,RFA,2025,2029,Yes,Bill Armstrong,"$850,000","$97,500",$0,ELC
"Pettersson, Lucas",ANA,C,20,"$962,700","$942,350","$962,700",3 yrs,,19,RFA,2025,2029,Yes,Pat Verbeek,"$850,000","$92,350",$0,ELC
"Muszelik, Tyler",FLA,G,21,"$960,000","$935,000","$960,000",2 yrs,,21,RFA,2026,2028,Yes,Bill Zito,"$850,000","$85,000",$0,ELC
"Wutzke, Chase",MIN,G,19,"$958,333","$937,500","$958,333",3 yrs,,19,RFA,2025,2029,Yes,Bill Guerin,"$850,000","$87,500",$0,ELC
"Woolley, Jared",LAK,LD,20,"$958,333","$937,500","$958,333",3 yrs,,19,RFA,2025,2029,Yes,Rob Blake,"$850,000","$87,500",$0,ELC
"Ellinas, Lucas",OTT,LW,20,"$958,333","$937,500","$958,333",3 yrs,,19,RFA,2025,2029,Yes,Steve Staios,"$850,000","$87,500",$0,ELC
"Kettles, Peyton",PIT,RD,18,"$958,333","$937,500","$958,333",3 yrs,,18,RFA,2025,2029,Yes,Kyle Dubas,"$850,000","$87,500",$0,ELC
"Lombardi, Jimmy",LAK,C,19,"$956,667","$935,000","$956,667",3 yrs,,18,RFA,2025,2029,Yes,Ken Holland,"$850,000","$85,000",$0,ELC
"Patterson, Riley",VAN,C,20,"$956,667","$935,000","$956,667",3 yrs,,19,RFA,2025,2029,Yes,Patrik Allvin,"$850,000","$85,000",$0,ELC
"Walton, Kieron",WPG,C,20,"$955,556","$935,000","$955,556",3 yrs,,18,RFA,2025,2029,Yes,Kevin Cheveldayoff,"$850,000","$85,000",$0,ELC
"Aspinall, Nathan",NYR,LW,20,"$955,555","$940,000","$955,555",3 yrs,,19,RFA,2025,2029,Yes,Chris Drury,"$850,000","$90,000",$0,ELC
"Sim, Landon",TOR,"LD, RW",21,"$955,000","$930,000","$955,000",2 yrs,,21,RFA,2026,2028,Yes,Brad Treliving,"$850,000","$80,000",$0,ELC
"Cibulka, Tomas",EDM,LD,22,"$955,000","$930,000","$955,000",2 yrs,,21,RFA,2026,2028,Yes,Stan Bowman,"$850,000","$80,000",$0,ELC
"Sennecke, Beckett",ANA,RW,20,"$953,750","$975,000","$4,053,750",3 yrs,,18,RFA,2024,2028,Yes,Pat Verbeek,"$877,500","$97,500","$3,100,000",ELC
"Catton, Berkly",SEA,"LW, C",20,"$953,750","$975,000","$1,953,750",3 yrs,,18,RFA,2024,2028,Yes,Ron Francis,"$877,500","$97,500","$1,000,000",ELC
"Helenius, Konsta",BUF,"RW, C, LW",20,"$953,750","$975,000","$1,553,750",3 yrs,,18,RFA,2024,2028,Yes,Kevyn Adams,"$877,500","$97,500","$600,000",ELC
"Gridin, Matvei",CGY,"RW, LW",20,"$953,750","$975,000","$953,750",3 yrs,,18,RFA,2024,2028,Yes,Craig Conroy,"$877,500","$97,500",$0,ELC
"Brandsegg-Nygard, Michael",DET,RW,20,"$953,750","$975,000","$1,453,750",3 yrs,,18,RFA,2024,2028,Yes,Steve Yzerman,"$877,500","$97,500","$500,000",ELC
"Dickinson, Sam",SJS,LD,20,"$953,750","$975,000","$1,737,083",3 yrs,,18,RFA,2024,2028,Yes,Mike Grier,"$877,500","$97,500","$800,000",ELC
"Parekh, Zayne",CGY,RD,20,"$953,750","$975,000","$1,953,750",3 yrs,,18,RFA,2024,2028,Yes,Craig Conroy,"$877,500","$97,500","$1,000,000",ELC
"Fitzgerald, Christian",DAL,C,24,"$952,500","$952,500","$952,500",1 yrs,,23,RFA,2026,2027,Yes,Jim Nill,"$850,000","$102,500",$0,ELC
"Slukynsky, Grant",LAK,C,24,"$952,500","$952,500","$952,500",1 yrs,,24,RFA,2026,2027,Yes,Ken Holland,"$850,000","$102,500",$0,ELC
"Eernisse, Joshua",CBJ,C,24,"$952,500","$952,500","$1,202,500",1 yrs,,24,RFA,2026,2027,Yes,Don Waddell,"$850,000","$102,500","$250,000",ELC
"Lundgren, Max",BOS,G,24,"$952,500","$952,500","$952,500",1 yrs,,23,RFA,2026,2027,Yes,Don Sweeney,"$850,000","$102,500",$0,ELC
"Hughes, T.J.",COL,RW,24,"$952,500","$952,500","$952,500",1 yrs,,24,RFA,2026,2027,Yes,Chris MacFarland,"$850,000","$102,500",$0,ELC
"Ryabkin, Ivan",CAR,C,19,"$952,222","$930,000","$952,222",3 yrs,,18,RFA,2025,2029,Yes,Eric Tulsky,"$850,000","$80,000",$0,ELC
"Wiebe, Abram",CGY,LD,22,"$950,000","$950,000","$950,000",2 yrs,,22,RFA,2025,2027,Yes,Craig Conroy,"$855,000","$95,000",$0,ELC
"Fink, Aiden",NSH,RW,21,"$950,000","$950,000","$950,000",3 yrs,,21,RFA,2025,2028,Yes,Barry Trotz,"$855,000","$95,000",$0,ELC
"Bump, Alex",PHI,LW,22,"$950,000","$950,000","$1,450,000",3 yrs,,21,RFA,2025,2028,Yes,Daniel Brière,"$855,000","$95,000","$500,000",ELC
"Duda, Artem",UTA,LD,22,"$950,000","$950,000","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Bill Armstrong,"$855,000","$95,000",$0,ELC
"But, Danil",UTA,"LW, RW",21,"$950,000","$950,000","$1,866,667",3 yrs,,20,RFA,2025,2028,Yes,Bill Armstrong,"$855,000","$95,000","$1,000,000",ELC
"Yurov, Danila",MIN,"C, RW",22,"$950,000","$950,000","$2,950,000",3 yrs,,21,RFA,2025,2028,No,Bill Guerin,"$855,000","$95,000","$2,000,000",ELC
"Simashev, Dmitriy",UTA,"RD, LD",21,"$950,000","$950,000","$1,950,000",3 yrs,,20,RFA,2025,2028,Yes,Bill Armstrong,"$855,000","$95,000","$1,000,000",ELC
"Chiarot, Gabe",VAN,RW,19,"$950,000","$925,000","$950,000",3 yrs,,19,RFA,2025,2029,Yes,Patrik Allvin,"$850,000","$75,000",$0,ELC
"Fleury, Haydn",WPG,LD,29,"$950,000","$900,000","$950,000",2 yrs,UFA,28,UFA,2025,2027,No,Kevin Cheveldayoff,"$900,000",$0,$0,Std (Ext)
"Brzustewicz, Hunter",CGY,RD,21,"$950,000","$950,000","$950,000",3 yrs,,19,RFA,2024,2027,Yes,Craig Conroy,"$855,000","$95,000",$0,ELC
"Safonov, Ilya",VAN,C,25,"$950,000","$950,000","$950,000",1 yrs,,25,RFA,2026,2027,Yes,Patrik Allvin,"$850,000","$100,000",$0,ELC
"Howard, Isaac",EDM,LW,22,"$950,000","$950,000","$1,616,667",3 yrs,,21,RFA,2025,2028,Yes,Stan Bowman,"$855,000","$95,000","$750,000",ELC
"Devine, Jack",FLA,RW,22,"$950,000","$950,000","$950,000",3 yrs,,21,RFA,2025,2028,Yes,Bill Zito,"$855,000","$95,000",$0,ELC
"Fuder, Jaxon",DAL,C,20,"$950,000","$925,000","$950,000",3 yrs,,19,RFA,2025,2029,Yes,Jim Nill,"$850,000","$75,000",$0,ELC
"Snuggerud, Jimmy",STL,RW,22,"$950,000","$950,000","$1,550,000",3 yrs,,20,RFA,2024,2027,Yes,Doug Armstrong,"$855,000","$95,000","$1,000,000",ELC
"Hryckowian, Justin",DAL,"C, LW",25,"$950,000","$950,000","$950,000",2 yrs,RFA (Arb),24,UFA,2026,2028,No,Jim Nill,"$950,000",$0,$0,Std (Ext)
"Hameenaho, Lenni",NJD,"RW, LW",21,"$950,000","$950,000","$1,233,333",3 yrs,,20,RFA,2025,2028,Yes,Tom Fitzgerald,"$855,000","$95,000","$350,000",ELC
"Reichel, Lukas",BOS,"C, LW, RW",24,"$950,000","$950,000","$950,000",1 yrs,RFA (Arb),23,RFA (Arb),2026,2027,No,Don Sweeney,"$950,000",$0,$0,Std (Ext)
"Wood, Matthew",NSH,"RW, C",21,"$950,000","$950,000","$1,283,333",3 yrs,,20,RFA,2024,2027,Yes,Barry Trotz,"$855,000","$95,000","$500,000",ELC
"Michkov, Matvei",PHI,"LW, RW",21,"$950,000","$950,000","$4,250,000",3 yrs,,19,RFA,2024,2027,No,Daniel Brière,"$855,000","$95,000","$3,300,000",ELC
"Diotte, Mikael",NJD,RD,23,"$950,000","$950,000","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Tom Fitzgerald,"$855,000","$95,000",$0,ELC
"Muhonen, Niilopekka",DAL,LD,20,"$950,000","$935,000","$950,000",3 yrs,,19,RFA,2025,2029,Yes,Jim Nill,"$850,000","$85,000",$0,ELC
"McGroarty, Rutger",PIT,"LW, RW",22,"$950,000","$950,000","$1,450,000",3 yrs,,20,RFA,2024,2027,Yes,Kyle Dubas,"$855,000","$95,000","$500,000",ELC
"Greene, Ryan",CHI,"LW, C",22,"$950,000","$950,000","$1,450,000",3 yrs,,21,RFA,2024,2027,No,Kyle Davidson,"$855,000","$95,000","$750,000",ELC
"Leonard, Ryan",WSH,RW,21,"$950,000","$950,000","$2,208,333",3 yrs,,20,RFA,2024,2027,Yes,Brian MacLellan,"$855,000","$95,000","$2,000,000",ELC
"Casey, Seamus",NJD,RD,22,"$950,000","$950,000","$1,350,000",3 yrs,,20,RFA,2024,2027,Yes,Tom Fitzgerald,"$855,000","$95,000","$500,000",ELC
"Willander, Tom",VAN,RD,21,"$950,000","$950,000","$1,750,000",3 yrs,,20,RFA,2025,2028,Yes,Patrik Allvin,"$855,000","$95,000","$900,000",ELC
"Jugnauth, Tyson",SEA,LD,22,"$950,000","$950,000","$1,366,667",3 yrs,,21,RFA,2025,2028,Yes,Jason Botterill,"$855,000","$95,000","$500,000",ELC
"Smith, Will",SJS,"RW, LW, C",21,"$950,000","$950,000","$4,150,000",3 yrs,,19,RFA,2024,2027,Yes,Mike Grier,"$855,000","$95,000","$3,200,000",ELC
"Reidler, Kevin",OTT,G,21,"$946,250","$922,500","$946,250",2 yrs,,21,RFA,2026,2028,Yes,Steve Staios,"$850,000","$72,500",$0,ELC
"Fowler, Jacob",MTL,G,21,"$945,833","$950,000","$1,298,333",3 yrs,,20,RFA,2025,2028,Yes,Kent Hughes,"$855,000","$95,000","$500,000",ELC
"Chernyshov, Igor",SJS,"LW, RW",20,"$945,417","$975,000","$953,750",3 yrs,,18,RFA,2024,2028,Yes,Mike Grier,"$877,500","$97,500",$0,ELC
"Kapanen, Oliver",MTL,C,22,"$942,500","$942,500","$1,426,667",3 yrs,,20,RFA,2024,2027,No,Kent Hughes,"$850,000","$92,500","$850,000",ELC
"Jiricek, Adam",STL,RD,19,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Doug Armstrong,"$877,500","$97,500",$0,ELC
"Lund, Cameron",SJS,C,22,"$941,667","$950,000","$941,667",3 yrs,,20,RFA,2024,2027,Yes,Mike Grier,"$855,000","$95,000",$0,ELC
"Yakemchuk, Carter",OTT,RD,20,"$941,667","$975,000","$1,941,667",3 yrs,,18,RFA,2024,2029,Yes,Steve Staios,"$877,500","$97,500","$1,000,000",ELC
"Beaudoin, Cole",UTA,C,20,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Bill Armstrong,"$877,500","$97,500",$0,ELC
"Hemming, Emil",DAL,RW,19,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Jim Nill,"$877,500","$97,500",$0,ELC
"Xhekaj, Florian",MTL,LW,21,"$941,667","$1,085,000","$995,000",3 yrs,,19,RFA,2024,2027,Yes,Kent Hughes,"$1,000,000","$85,000",$0,ELC
"Perreault, Gabe",NYR,"LW, RW",21,"$941,667","$950,000","$1,225,000",3 yrs,,19,RFA,2024,2027,Yes,Chris Drury,"$855,000","$95,000","$500,000",ELC
"Luchanko, Jett",PHI,"C, LW, RW",19,"$941,667","$975,000","$1,441,667",3 yrs,,17,RFA,2024,2029,Yes,Daniel Brière,"$877,500","$97,500","$400,000",ELC
"Greentree, Liam",NYR,RW,20,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Rob Blake,"$877,500","$97,500",$0,ELC
"Vanacker, Marek",CHI,LW,20,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Kyle Davidson,"$877,500","$97,500",$0,ELC
"Moore, Oliver",CHI,"LW, C",21,"$941,667","$950,000","$1,341,667",3 yrs,,20,RFA,2024,2027,Yes,Kyle Davidson,"$855,000","$95,000","$600,000",ELC
"Rinzel, Sam",CHI,RD,21,"$941,667","$950,000","$1,391,667",3 yrs,,20,RFA,2024,2027,Yes,Kyle Davidson,"$855,000","$95,000","$750,000",ELC
"Solberg, Stian",ANA,LD,20,"$941,667","$975,000","$941,667",3 yrs,,18,RFA,2024,2029,Yes,Pat Verbeek,"$877,500","$97,500",$0,ELC
"Parascak, Terik",WSH,RW,20,"$941,667","$975,000","$1,441,667",3 yrs,,18,RFA,2024,2029,Yes,Brian MacLellan,"$877,500","$97,500","$500,000",ELC
"Iginla, Tij",UTA,C,19,"$941,667","$975,000","$1,941,667",3 yrs,,17,RFA,2024,2029,Yes,Bill Armstrong,"$877,500","$97,500","$1,000,000",ELC
"Sandin-Pellikka , Axel",DET,RD,21,"$940,833","$950,000","$1,440,833",3 yrs,,19,RFA,2024,2028,Yes,Steve Yzerman,"$855,000","$95,000","$500,000",ELC
"Yager, Brayden",WPG,C,21,"$940,833","$950,000","$1,440,833",3 yrs,,19,RFA,2024,2028,Yes,Kyle Dubas,"$855,000","$95,000","$500,000",ELC
"Ritchie, Calum",NYI,"C, RW, LW",21,"$940,833","$950,000","$1,182,500",3 yrs,,19,RFA,2024,2028,Yes,Chris MacFarland,"$855,000","$95,000","$250,000",ELC
"Hutson, Cole",WSH,LD,19,"$940,833","$975,000","$2,229,167",3 yrs,,19,RFA,2025,2028,Yes,Brian MacLellan,"$877,500","$97,500","$1,500,000",ELC
"Demidov, Ivan",MTL,RW,20,"$940,833","$975,000","$2,650,000",3 yrs,,19,RFA,2024,2027,Yes,Kent Hughes,"$877,500","$97,500","$3,000,000",ELC
"Stenberg, Otto",STL,"LW, RW, C",21,"$940,833","$950,000","$940,833",3 yrs,,18,RFA,2024,2028,Yes,Doug Armstrong,"$855,000","$95,000",$0,ELC
